concept_path	concept_cd	name_char	concept_blob	update_date	download_date	import_date	sourcesystem_cd	upload_id
\FHIR\ClinicalImpression\code\coding\	FHIR:ClinicalImpression.code.coding	FHIR ClinicalImpression code coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\context\	FHIR:ClinicalImpression.context	FHIR ClinicalImpression context		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\date\	FHIR:ClinicalImpression.date	FHIR ClinicalImpression date		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\description\	FHIR:ClinicalImpression.description	FHIR ClinicalImpression description		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\effectiveDateTime\	FHIR:ClinicalImpression.effectiveDateTime	FHIR ClinicalImpression effectiveDateTime		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\effectivePeriod\	FHIR:ClinicalImpression.effectivePeriod	FHIR ClinicalImpression effectivePeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\finding\	FHIR:ClinicalImpression.finding	FHIR ClinicalImpression finding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\finding\itemCodeableConcept\	FHIR:ClinicalImpression.finding.itemCodeableConcept	FHIR ClinicalImpression finding itemCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\finding\itemCodeableConcept\coding\	FHIR:ClinicalImpression.finding.itemCodeableConcept.coding	FHIR ClinicalImpression finding itemCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\identifier\	FHIR:ClinicalImpression.identifier	FHIR ClinicalImpression identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\identifier\period\	FHIR:ClinicalImpression.identifier.period	FHIR ClinicalImpression identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\identifier\type\	FHIR:ClinicalImpression.identifier.type	FHIR ClinicalImpression identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\identifier\type\coding\	FHIR:ClinicalImpression.identifier.type.coding	FHIR ClinicalImpression identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\investigation\	FHIR:ClinicalImpression.investigation	FHIR ClinicalImpression investigation		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\investigation\code\	FHIR:ClinicalImpression.investigation.code	FHIR ClinicalImpression investigation code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\investigation\code\coding\	FHIR:ClinicalImpression.investigation.code.coding	FHIR ClinicalImpression investigation code coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\note\	FHIR:ClinicalImpression.note	FHIR ClinicalImpression note		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\previous\	FHIR:ClinicalImpression.previous	FHIR ClinicalImpression previous		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\problem\	FHIR:ClinicalImpression.problem	FHIR ClinicalImpression problem		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\prognosisCodeableConcept\	FHIR:ClinicalImpression.prognosisCodeableConcept	FHIR ClinicalImpression prognosisCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\prognosisCodeableConcept\coding\	FHIR:ClinicalImpression.prognosisCodeableConcept.coding	FHIR ClinicalImpression prognosisCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\prognosisReference\	FHIR:ClinicalImpression.prognosisReference	FHIR ClinicalImpression prognosisReference		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\protocol\	FHIR:ClinicalImpression.protocol	FHIR ClinicalImpression protocol		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\status\	FHIR:ClinicalImpression.status	FHIR ClinicalImpression status		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\subject\	FHIR:ClinicalImpression.subject	FHIR ClinicalImpression subject		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\summary\	FHIR:ClinicalImpression.summary	FHIR ClinicalImpression summary		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\	FHIR:CommunicationRequest	FHIR CommunicationRequest		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\authoredOn\	FHIR:CommunicationRequest.authoredOn	FHIR CommunicationRequest authoredOn		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\basedOn\	FHIR:CommunicationRequest.basedOn	FHIR CommunicationRequest basedOn		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\category\	FHIR:CommunicationRequest.category	FHIR CommunicationRequest category		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\category\coding\	FHIR:CommunicationRequest.category.coding	FHIR CommunicationRequest category coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\context\	FHIR:CommunicationRequest.context	FHIR CommunicationRequest context		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\groupIdentifier\	FHIR:CommunicationRequest.groupIdentifier	FHIR CommunicationRequest groupIdentifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\groupIdentifier\period\	FHIR:CommunicationRequest.groupIdentifier.period	FHIR CommunicationRequest groupIdentifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\groupIdentifier\type\	FHIR:CommunicationRequest.groupIdentifier.type	FHIR CommunicationRequest groupIdentifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\groupIdentifier\type\coding\	FHIR:CommunicationRequest.groupIdentifier.type.coding	FHIR CommunicationRequest groupIdentifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\identifier\	FHIR:CommunicationRequest.identifier	FHIR CommunicationRequest identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\identifier\period\	FHIR:CommunicationRequest.identifier.period	FHIR CommunicationRequest identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\identifier\type\	FHIR:CommunicationRequest.identifier.type	FHIR CommunicationRequest identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\identifier\type\coding\	FHIR:CommunicationRequest.identifier.type.coding	FHIR CommunicationRequest identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\medium\	FHIR:CommunicationRequest.medium	FHIR CommunicationRequest medium		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\medium\coding\	FHIR:CommunicationRequest.medium.coding	FHIR CommunicationRequest medium coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\note\	FHIR:CommunicationRequest.note	FHIR CommunicationRequest note		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\occurrenceDateTime\	FHIR:CommunicationRequest.occurrenceDateTime	FHIR CommunicationRequest occurrenceDateTime		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\occurrencePeriod\	FHIR:CommunicationRequest.occurrencePeriod	FHIR CommunicationRequest occurrencePeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\payload\	FHIR:CommunicationRequest.payload	FHIR CommunicationRequest payload		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\payload\contentAttachment\	FHIR:CommunicationRequest.payload.contentAttachment	FHIR CommunicationRequest payload contentAttachment		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\priority\	FHIR:CommunicationRequest.priority	FHIR CommunicationRequest priority		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\reasonCode\	FHIR:CommunicationRequest.reasonCode	FHIR CommunicationRequest reasonCode		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\reasonCode\coding\	FHIR:CommunicationRequest.reasonCode.coding	FHIR CommunicationRequest reasonCode coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\reasonReference\	FHIR:CommunicationRequest.reasonReference	FHIR CommunicationRequest reasonReference		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\recipient\	FHIR:CommunicationRequest.recipient	FHIR CommunicationRequest recipient		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\replaces\	FHIR:CommunicationRequest.replaces	FHIR CommunicationRequest replaces		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\requester\	FHIR:CommunicationRequest.requester	FHIR CommunicationRequest requester		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\sender\	FHIR:CommunicationRequest.sender	FHIR CommunicationRequest sender		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\status\	FHIR:CommunicationRequest.status	FHIR CommunicationRequest status		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\subject\	FHIR:CommunicationRequest.subject	FHIR CommunicationRequest subject		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\CommunicationRequest\topic\	FHIR:CommunicationRequest.topic	FHIR CommunicationRequest topic		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\	FHIR:Communication	FHIR Communication		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\basedOn\	FHIR:Communication.basedOn	FHIR Communication basedOn		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\category\	FHIR:Communication.category	FHIR Communication category		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\category\coding\	FHIR:Communication.category.coding	FHIR Communication category coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\context\	FHIR:Communication.context	FHIR Communication context		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\definition\	FHIR:Communication.definition	FHIR Communication definition		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\identifier\	FHIR:Communication.identifier	FHIR Communication identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\identifier\period\	FHIR:Communication.identifier.period	FHIR Communication identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\identifier\type\	FHIR:Communication.identifier.type	FHIR Communication identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\identifier\type\coding\	FHIR:Communication.identifier.type.coding	FHIR Communication identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\inResponseTo\	FHIR:Communication.inResponseTo	FHIR Communication inResponseTo		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\medium\	FHIR:Communication.medium	FHIR Communication medium		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\medium\coding\	FHIR:Communication.medium.coding	FHIR Communication medium coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\notDoneReason\	FHIR:Communication.notDoneReason	FHIR Communication notDoneReason		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\notDoneReason\coding\	FHIR:Communication.notDoneReason.coding	FHIR Communication notDoneReason coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\notDone\	FHIR:Communication.notDone	FHIR Communication notDone		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\note\	FHIR:Communication.note	FHIR Communication note		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\partOf\	FHIR:Communication.partOf	FHIR Communication partOf		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\payload\	FHIR:Communication.payload	FHIR Communication payload		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\payload\contentAttachment\	FHIR:Communication.payload.contentAttachment	FHIR Communication payload contentAttachment		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\priority\	FHIR:Communication.priority	FHIR Communication priority		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\reasonCode\	FHIR:Communication.reasonCode	FHIR Communication reasonCode		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\reasonCode\coding\	FHIR:Communication.reasonCode.coding	FHIR Communication reasonCode coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\reasonReference\	FHIR:Communication.reasonReference	FHIR Communication reasonReference		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\received\	FHIR:Communication.received	FHIR Communication received		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\recipient\	FHIR:Communication.recipient	FHIR Communication recipient		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\sender\	FHIR:Communication.sender	FHIR Communication sender		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\sent\	FHIR:Communication.sent	FHIR Communication sent		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\status\	FHIR:Communication.status	FHIR Communication status		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\subject\	FHIR:Communication.subject	FHIR Communication subject		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Communication\topic\	FHIR:Communication.topic	FHIR Communication topic		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\	FHIR:Condition	FHIR Condition		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\abatementAge\	FHIR:Condition.abatementAge	FHIR Condition abatementAge		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\abatementDateTime\	FHIR:Condition.abatementDateTime	FHIR Condition abatementDateTime		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\abatementPeriod\	FHIR:Condition.abatementPeriod	FHIR Condition abatementPeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\abatementRange\	FHIR:Condition.abatementRange	FHIR Condition abatementRange		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\abatementRange\high\	FHIR:Condition.abatementRange.high	FHIR Condition abatementRange high		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\abatementRange\low\	FHIR:Condition.abatementRange.low	FHIR Condition abatementRange low		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\abatementString\	FHIR:Condition.abatementString	FHIR Condition abatementString		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\assertedDate\	FHIR:Condition.assertedDate	FHIR Condition assertedDate		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\asserter\	FHIR:Condition.asserter	FHIR Condition asserter		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\bodySite\	FHIR:Condition.bodySite	FHIR Condition bodySite		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\bodySite\coding\	FHIR:Condition.bodySite.coding	FHIR Condition bodySite coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\category\	FHIR:Condition.category	FHIR Condition category		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Condition\category\coding\	FHIR:Condition.category.coding	FHIR Condition category coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
